,credit,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
6691,1,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19145,-4356,0,0,0,Laborers,2,-7
6692,1,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,0,0,0,Laborers,2,-37
6693,1,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-11532,-4917,0,0,0,Managers,3,-30
6694,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21664,1,0,1,0,No,2,-28
6695,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13503,-1768,1,1,0,Medicine staff,2,-8
6696,0,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22789,1,0,1,0,No,1,-5
6697,1,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12908,-3592,0,1,0,Sales staff,4,-10
6698,1,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-12249,-3195,1,0,0,Unknown,2,-39
6699,1,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-14369,-402,0,1,0,Core staff,2,-5
6700,1,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-9961,-1775,0,0,0,Unknown,3,-49
6701,1,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12974,-2379,0,0,0,Laborers,4,-18
6702,1,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20298,1,0,0,0,No,2,-41
6703,1,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,0,0,0,Sales staff,2,-41
6704,0,M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-9943,-554,1,0,0,Managers,3,-46
6705,1,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-11957,-2182,0,0,0,Managers,2,-10
6706,1,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,1,0,0,0,No,2,-51
6707,1,M,Y,Y,0,315000.0,Pensioner,Higher education,Married,House / apartment,-19380,1,0,1,0,No,2,-10
6708,1,F,Y,N,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20634,1,0,0,0,No,2,-4
6709,1,M,Y,N,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8990,-1566,0,0,0,Laborers,2,-43
6710,1,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,0,0,0,Laborers,4,-4
6711,1,F,N,Y,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-21433,1,0,0,0,No,1,-43
6712,1,F,N,Y,3,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-10313,-991,0,0,0,Cooking staff,4,-12
6713,1,F,N,N,1,112500.0,Working,Higher education,Married,House / apartment,-10853,-287,0,0,1,Core staff,3,-3
6714,1,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028,1,0,0,0,No,2,-20
6715,1,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2,-10
6716,1,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21501,1,0,0,0,No,2,-38
6717,1,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20806,1,0,0,1,No,2,-10
6718,1,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15407,-1801,0,0,0,Waiters/barmen staff,2,-12
6719,1,M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,-13307,-1227,0,1,0,Laborers,3,-35
6720,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,0,0,0,Drivers,2,-22
6721,1,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,0,0,0,Managers,3,-14
6722,1,F,N,N,0,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-18235,-10629,1,0,0,Medicine staff,2,-6
6723,1,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17293,-203,0,1,1,Laborers,3,-43
6724,1,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19791,-3172,0,1,0,Unknown,1,-17
6725,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18179,-2773,0,1,0,Sales staff,2,-46
6726,1,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9423,-1405,0,0,0,Laborers,3,-10
6727,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17296,-2076,0,0,0,Managers,2,-53
6728,1,F,N,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,1,1,0,Sales staff,2,-1
6729,1,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9312,-2129,0,0,0,Accountants,1,-25
6730,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,0,1,1,Cooking staff,2,-3
6731,1,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21261,-405,0,0,0,Security staff,2,-52
6732,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110,-401,0,0,0,Cooking staff,2,-53
6733,1,M,Y,N,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-19378,-858,1,1,0,Laborers,2,-19
6734,1,F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-22334,-14810,0,0,0,Medicine staff,2,-33
6735,1,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,1,0,0,0,No,2,-22
6736,1,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20024,1,0,0,0,No,1,-17
6737,0,F,N,Y,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11380,-1540,0,0,1,Laborers,3,-11
6738,1,M,Y,N,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14494,-747,0,0,1,Laborers,2,-12
6739,1,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,1,0,0,0,No,2,-1
6740,1,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-22111,-3854,0,0,0,Managers,2,-36
6741,1,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15567,-2014,0,0,0,Drivers,3,-2
6742,1,M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-17389,-2113,0,0,0,Drivers,2,-52
6743,0,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-16314,-1040,1,0,0,High skill tech staff,2,-36
6744,1,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,0,0,0,Drivers,4,-28
6745,1,M,Y,N,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17241,-4291,1,1,0,Sales staff,4,-6
6746,1,M,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17386,-3503,0,0,0,Laborers,2,-13
6747,1,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-15569,-1639,1,0,0,Core staff,2,-12
6748,1,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738,-4766,1,1,0,Private service staff,2,-47
6749,0,F,N,Y,3,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22349,1,0,0,0,No,5,-27
6750,1,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,0,0,0,Laborers,2,-38
6751,1,F,N,N,0,67500.0,Commercial associate,Higher education,Married,House / apartment,-11113,-410,0,0,0,Sales staff,2,-44
6752,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-10486,-1022,1,1,1,Sales staff,2,-36
6753,1,M,N,N,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-16148,-4541,1,0,0,Drivers,2,-42
6754,1,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,1,0,1,0,No,2,-14
6755,1,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22972,1,0,0,0,No,1,-6
6756,1,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11198,-3464,0,0,0,Laborers,4,-5
6757,1,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10724,-3074,0,0,0,High skill tech staff,4,-9
6758,1,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,0,0,0,Unknown,3,-31
6759,1,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13829,-3248,0,1,0,High skill tech staff,3,-23
6760,1,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,-10622,-1175,0,0,0,Laborers,2,-33
6761,1,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13015,-1071,1,1,0,Managers,1,-48
6762,1,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,1,0,0,0,No,2,-49
6763,1,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,0,Drivers,3,-16
6764,1,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23021,1,0,0,0,No,2,-36
6765,0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18365,-701,0,0,0,High skill tech staff,2,-11
6766,1,F,Y,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-13545,-3840,0,0,1,Medicine staff,3,-23
6767,1,F,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-10149,-2783,0,0,0,Accountants,2,-34
6768,1,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23885,1,0,0,0,No,1,-2
6769,1,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,3,-28
6770,1,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,-21247,-6648,0,0,0,Core staff,2,-9
6771,1,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18279,-1741,0,1,0,Sales staff,2,-47
6772,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20605,1,0,0,0,No,1,-5
6773,1,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22882,1,0,0,0,No,1,-24
6774,1,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-20470,-9269,0,0,0,Core staff,1,-7
6775,0,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20522,1,0,1,0,No,1,-39
6776,1,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11388,-1315,0,0,0,Core staff,2,-14
6777,1,F,N,N,0,36900.0,Pensioner,Higher education,Married,House / apartment,-22581,1,0,0,0,No,2,-48
6778,1,F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,-13355,-625,0,0,0,Sales staff,2,-5
6779,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21097,1,0,1,0,No,2,-50
6780,0,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14450,-3243,0,0,0,Unknown,3,-42
6781,1,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12127,-307,0,1,0,Drivers,3,-18
6782,1,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,0,0,0,Laborers,1,-9
6783,0,M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,-17193,-1137,0,0,0,Laborers,3,-7
6784,1,F,N,Y,5,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13039,-3375,0,0,0,Laborers,7,-20
6785,1,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,0,0,0,Laborers,1,-17
6786,1,F,N,N,0,208350.0,Pensioner,Higher education,Married,House / apartment,-21775,1,0,0,0,No,2,-39
6787,1,F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23442,1,0,1,0,No,2,-22
6788,1,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,2,-21
6789,1,F,Y,N,0,31500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-7734,1,1,0,Cleaning staff,2,-20
6790,1,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,1,-51
6791,1,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20267,1,0,1,0,No,1,-48
6792,1,F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-24022,1,0,0,0,No,1,-14
6793,1,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578,-7346,0,0,0,Laborers,2,-57
6794,1,M,N,Y,1,405000.0,Commercial associate,Higher education,Married,House / apartment,-11842,-2016,0,0,0,Managers,3,-13
6795,1,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17454,-2361,0,0,0,Laborers,2,-53
6796,0,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,0,1,0,Unknown,2,-58
6797,1,F,N,Y,0,495000.0,Commercial associate,Higher education,Married,House / apartment,-19682,-3880,0,1,1,Managers,2,-26
6798,1,M,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-10367,-2389,0,1,0,Sales staff,2,-28
6799,1,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,0,0,0,Unknown,2,-19
6800,1,F,Y,N,1,112500.0,Working,Higher education,Married,House / apartment,-10638,-993,0,0,0,Sales staff,3,-13
6801,1,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,0,0,0,Accountants,2,-43
6802,1,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,0,1,0,Unknown,2,-47
6803,1,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11377,-1100,0,0,1,Drivers,3,-47
6804,0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,0,0,0,Managers,2,-53
6805,1,F,N,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,0,0,0,Secretaries,2,-6
6806,1,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,-18221,-7471,0,0,0,High skill tech staff,2,-43
6807,1,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-11461,-1204,1,1,0,Cleaning staff,3,-18
6808,1,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,0,1,0,Laborers,3,-47
6809,1,M,Y,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-18543,-1353,0,0,0,Unknown,2,-26
6810,1,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,0,1,0,Drivers,3,-31
6811,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-14491,-1955,0,0,0,Sales staff,1,-35
6812,1,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578,-7346,0,0,0,Laborers,2,-26
6813,0,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,3,-17
6814,1,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11536,-939,0,0,0,Unknown,2,-41
6815,1,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20850,1,0,0,0,No,2,-56
6816,1,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17522,-1751,0,1,0,High skill tech staff,2,-23
6817,1,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,0,0,0,Core staff,3,-17
6818,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,0,1,0,Sales staff,3,-8
6819,1,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12625,-1261,0,0,1,Drivers,3,-21
6820,0,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-796,0,0,0,Laborers,3,-34
6821,1,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16289,-3049,0,0,1,Sales staff,2,-23
6822,1,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,0,0,0,Core staff,2,-25
6823,1,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15662,-2694,0,0,0,Sales staff,2,-8
6824,1,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-14041,-705,0,1,0,Accountants,2,-21
6825,1,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22570,1,0,0,0,No,2,-12
6826,1,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21878,1,0,0,0,No,2,-38
6827,1,M,Y,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-9087,-1051,0,0,0,Laborers,3,-3
6828,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,0,0,Cooking staff,2,-36
6829,0,M,Y,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-12052,-4624,0,0,0,Managers,3,-14
6830,1,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,0,0,0,Drivers,2,-10
6831,1,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20369,1,0,0,0,No,2,-4
6832,1,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-12658,-5374,0,0,1,Laborers,2,-21
6833,1,M,N,N,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-11041,-1160,1,1,0,Unknown,3,-3
6834,1,F,N,N,2,67500.0,State servant,Higher education,Married,House / apartment,-12231,-3072,1,1,0,Secretaries,4,-2
6835,1,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-14466,-1569,0,1,0,Unknown,2,-53
6836,1,F,N,Y,0,126000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8189,-473,0,0,0,Core staff,1,-5
6837,0,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,0,0,Unknown,2,-5
6838,1,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,-11075,-2808,1,0,0,Core staff,4,-46
6839,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23533,1,0,0,0,No,2,-33
6840,1,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17187,-178,0,0,0,Drivers,2,-55
6841,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13868,-415,0,0,0,Laborers,2,-36
6842,1,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,0,Laborers,2,-54
6843,1,M,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16491,1,0,0,0,No,2,-11
6844,1,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19950,1,0,0,0,No,2,-9
6845,1,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18414,-5203,0,0,0,Sales staff,2,-49
6846,1,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22029,1,0,0,1,No,1,-45
6847,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,0,0,1,High skill tech staff,2,-25
6848,1,M,Y,N,0,427500.0,Working,Higher education,Married,House / apartment,-16691,-1565,1,0,0,Managers,2,-24
6849,1,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-2452,0,1,0,Unknown,2,-31
6850,1,F,N,N,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,0,1,0,Core staff,1,-5
6851,1,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13334,-2829,1,1,0,Laborers,2,-7
6852,1,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10020,-1587,1,1,0,Sales staff,4,-33
6853,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-886,1,0,0,Sales staff,2,-51
6854,1,M,N,N,1,360000.0,Working,Lower secondary,Married,House / apartment,-12615,-1048,0,0,1,Laborers,3,-39
6855,1,M,Y,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,-9746,-250,0,0,0,Sales staff,2,-13
6856,1,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19084,-128,1,0,0,Laborers,2,-53
6857,1,M,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21036,-1252,1,0,0,Drivers,2,-12
6858,0,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21672,1,0,0,0,No,2,-43
6859,1,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,1,0,0,0,No,1,-4
6860,1,M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,0,0,Managers,4,-25
6861,1,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23407,1,0,0,0,No,2,-7
6862,1,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,-14386,-139,1,1,0,Sales staff,2,-36
6863,0,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16091,-7371,1,0,0,Core staff,2,-34
6864,1,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698,-10758,0,0,0,Laborers,2,-29
6865,1,M,Y,N,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-12240,-4663,0,0,0,Core staff,4,-39
6866,1,F,Y,N,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-14709,-931,0,0,0,Sales staff,2,-1
6867,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17343,-938,0,0,0,Sales staff,2,-8
6868,1,M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-22111,-2325,1,1,0,Drivers,2,-47
6869,0,M,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23587,1,0,0,0,No,2,-28
6870,1,F,Y,N,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-13891,-7080,1,1,0,Medicine staff,3,-23
6871,1,F,Y,Y,2,337500.0,Commercial associate,Higher education,Married,House / apartment,-13842,-216,0,0,1,Core staff,4,-33
6872,1,F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-19309,-2435,0,1,0,Unknown,2,-15
6873,1,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12626,-5295,0,0,0,Laborers,1,-18
6874,1,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12099,-1567,0,0,0,Laborers,1,-8
6875,1,F,Y,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-15598,-1659,0,0,0,Accountants,3,-33
6876,1,F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11675,-3779,1,0,0,Sales staff,3,-32
6877,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16767,-9270,0,0,0,Medicine staff,2,-34
6878,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11586,-1751,0,0,0,Core staff,3,-12
6879,1,M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,0,1,0,Unknown,4,-48
6880,1,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,Sales staff,2,-59
6881,1,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10886,-1315,1,0,0,Laborers,2,-30
6882,1,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-17822,-9385,1,0,0,Managers,2,-1
6883,1,F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14883,-1010,0,0,0,Sales staff,3,-2
6884,1,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15171,-1508,0,0,0,Drivers,3,-32
6885,0,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868,-3008,1,0,0,Sales staff,3,-12
6886,1,M,N,N,1,360000.0,Working,Lower secondary,Married,House / apartment,-12615,-1048,0,0,1,Laborers,3,-37
6887,1,F,N,Y,3,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14566,-1480,1,0,0,Laborers,5,-25
6888,1,F,N,N,2,139500.0,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,0,Core staff,4,-42
6889,1,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,0,1,0,Cleaning staff,2,-39
6890,1,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-16555,-2045,0,0,0,Laborers,2,-52
6891,1,F,N,Y,2,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-14351,-3592,0,0,0,Sales staff,3,-48
6892,1,F,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15346,-2481,0,0,0,Laborers,3,-40
6893,1,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18843,-2543,0,0,0,Medicine staff,1,-24
6894,1,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,0,0,0,Managers,2,-17
6895,1,M,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,-11836,-2755,0,0,0,Unknown,3,-6
6896,1,M,N,Y,0,382500.0,Working,Higher education,Married,House / apartment,-10136,-539,1,1,0,Laborers,2,-27
6897,1,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,Sales staff,2,-6
6898,1,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13777,-460,1,0,0,Laborers,4,-41
6899,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,0,Medicine staff,2,-14
6900,1,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,0,0,0,Core staff,2,-31
6901,1,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,1,0,0,1,No,1,-54
6902,1,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,0,0,0,Unknown,3,-45
